Country Name;Country Code;2022
Aruba;ABW;106445
Africa Eastern and Southern;AFE;720859132
Afghanistan;AFG;41128771
Africa Western and Central;AFW;490330870
Angola;AGO;35588987
Albania;ALB;2777689
Andorra;AND;79824
Arab World;ARB;464684914
United Arab Emirates;ARE;9441129
Argentina;ARG;46234830
Armenia;ARM;2780469
American Samoa;ASM;44273
Antigua and Barbuda;ATG;93763
Australia;AUS;26014399
Austria;AUT;9041851
Azerbaijan;AZE;10141756
Burundi;BDI;12889576
Belgium;BEL;11685814
Benin;BEN;13352864
Burkina Faso;BFA;22673762
Bangladesh;BGD;171186372
Bulgaria;BGR;6465097
Bahrain;BHR;1472233
Bahamas; BHS;407906
Bosnia and Herzegovina;BIH;3233526
Belarus;BLR;9228071
Belize;BLZ;405272
Bermuda;BMU;63595
Bolivia;BOL;12224110
Brazil;BRA;215313498
Barbados;BRB;281635
Brunei Darussalam;BRN;449002
Bhutan;BTN;782455
Botswana;BWA;2630296
Central African Republic;CAF;5579144
Canada;CAN;38939056
Central Europe and the Baltics;CEB;100108262
Switzerland;CHE;8775760
Channel Islands;CHI;174079
Chile;CHL;19603733
China;CHN;1412175000
Cote d'Ivoire;CIV;28160542
Cameroon;CMR;27914536
Congo; Dem. Rep.;95894118
Congo; Rep.;5835806
Colombia;COL;51874024
Comoros;COM;836774
Cabo Verde;CPV;593149
Costa Rica;CRI;5180829
Caribbean small states;CSS;3147057
Cuba;CUB;11212191
Curacao;CUW;149996
Cayman Islands;CYM;68706
Cyprus;CYP;1251488
Czechia;CZE;10672118
Germany;DEU;83797985
Djibouti;DJI;1120849
Dominica;DMA;72737
Denmark;DNK;5903037
Dominican Republic;DOM;11228821
Algeria;DZA;44903225
East Asia & Pacific (excluding high income);EAP;2129094071
Early-demographic dividend;EAR;3447398652
East Asia & Pacific;EAS;2375208613
Europe & Central Asia (excluding high income);ECA;246915820
Europe & Central Asia;ECS;920988359
Ecuador;ECU;18001000
Egypt; EGY;109262178
Euro area;EMU;348331552
Eritrea;ERI;3684032
Spain;ESP;47778340
Estonia;EST;1348840
Ethiopia;ETH;123379924
European Union;EUU;447370551
Fragile and conflict affected situations;FCS;1019145355
Finland;FIN;5556106
Fiji;FJI;929766
France;FRA;67971311
Faroe Islands;FRO;53090
Micronesia; Fed. Sts.;113131
Gabon;GAB;2388992
United Kingdom;GBR;67791000
Georgia;GEO;3712502
Ghana;GHA;33475870
Gibraltar;GIB;32649
Guinea;GIN;13859341
Gambia; GMB;2639916
Guinea-Bissau;GNB;2105566
Equatorial Guinea;GNQ;1674908
Greece;GRC;10426919
Grenada;GRD;125438
Greenland;GRL;56661
Guatemala;GTM;17357886
Guam;GUM;171774
Guyana;GUY;808726
High income;HIC;1395940386
Hong Kong SAR; China;7413100
Honduras;HND;10432860
Heavily indebted poor countries (HIPC);HPC;884288332
Croatia;HRV;3855641
Haiti;HTI;11584996
Hungary;HUN;9643048
IBRD only;IBD;4912348798
IDA & IBRD total;IBT;6754104791
IDA total;IDA;1841755993
IDA blend;IDB;609342910
Indonesia;IDN;275501339
IDA only;IDX;1232413083
Isle of Man;IMN;84519
India;IND;1417173173
Not classified;INX;
Ireland;IRL;5127170
Iran; IRN;87923432
Iraq;IRQ;44496122
Iceland;ISL;382003
Israel;ISR;9557500
Italy;ITA;58940425
Jamaica;JAM;2827377
Jordan;JOR;11285869
Japan;JPN;125124989
Kazakhstan;KAZ;19634983
Kenya;KEN;54027487
Kyrgyz Republic;KGZ;6974900
Cambodia;KHM;16767842
Kiribati;KIR;131232
St. Kitts and Nevis;KNA;47657
Korea; Rep.;51769539
Kuwait;KWT;4268873
Latin America & Caribbean (excluding high income);LAC;596596955
Lao PDR;LAO;7529475
Lebanon;LBN;5489739
Liberia;LBR;5302681
Libya;LBY;6812341
St. Lucia;LCA;179857
Latin America & Caribbean;LCN;659306928
Least developed countries: UN classification;LDC;1124396999
Low income;LIC;703727949
Liechtenstein;LIE;39327
Sri Lanka;LKA;22181000
Lower middle income;LMC;3020375650
Low & middle income;LMY;6527353351
Lesotho;LSO;2305825
Late-demographic dividend;LTE;2325328254
Lithuania;LTU;2831639
Luxembourg;LUX;653103
Latvia;LVA;1879383
Macao SAR; China;686607
St. Martin (French part);MAF;31791
Morocco;MAR;37457971
Monaco;MCO;36469
Moldova;MDA;2538894
Madagascar;MDG;29611714
Maldives;MDV;523787
Middle East & North Africa;MEA;493279469
Mexico;MEX;127504125
Marshall Islands;MHL;41569
Middle income;MIC;5823625402
North Macedonia;MKD;1831712
Mali;MLI;22593590
Malta;MLT;531113
Myanmar;MMR;54179306
Middle East & North Africa (excluding high income);MNA;424328381
Montenegro;MNE;617213
Mongolia;MNG;3398366
Northern Mariana Islands;MNP;49551
Mozambique;MOZ;32969518
Mauritania;MRT;4736139
Mauritius;MUS;1262523
Malawi;MWI;20405317
Malaysia;MYS;33938221
North America;NAC;372274062
Namibia;NAM;2567012
New Caledonia;NCL;269215
Niger;NER;26207977
Nigeria;NGA;218541212
Nicaragua;NIC;6948392
Netherlands;NLD;17700982
Norway;NOR;5457127
Nepal;NPL;30547580
Nauru;NRU;12668
New Zealand;NZL;5117200
OECD members;OED;1377465841
Oman;OMN;4576298
Other small states;OSS;14095313
Pakistan;PAK;235824862
Panama;PAN;4408581
Peru;PER;34049588
Philippines;PHL;115559009
Palau;PLW;18055
Papua New Guinea;PNG;10142619
Poland;POL;36821749
Pre-demographic dividend;PRE;1038012552
Puerto Rico;PRI;3220113
Korea; Dem. People's Rep.;25971909
Portugal;PRT;10409704
Paraguay;PRY;6780744
West Bank and Gaza;PSE;5043612
Pacific island small states;PSS;2639019
Post-demographic dividend;PST;1114354147
French Polynesia;PYF;306279
Qatar;QAT;2695122
Romania;ROU;19047009
Russian Federation;RUS;144236933
Rwanda;RWA;13776698
South Asia;SAS;1919348000
Saudi Arabia;SAU;36408820
Sudan;SDN;46874204
Senegal;SEN;17316449
Singapore;SGP;5637022
Solomon Islands;SLB;724273
Sierra Leone;SLE;8605718
El Salvador;SLV;6336392
San Marino;SMR;33660
Somalia;SOM;17597511
Serbia;SRB;6664449
Sub-Saharan Africa (excluding high income);SSA;1211070124
South Sudan;SSD;10913164
Sub-Saharan Africa;SSF;1211190002
Small states;SST;19881389
Sao Tome and Principe;STP;227380
Suriname;SUR;618040
Slovak Republic;SVK;5431752
Slovenia;SVN;2111986
Sweden;SWE;10486941
Eswatini;SWZ;1201670
Sint Maarten (Dutch part);SXM;40888
Seychelles;SYC;119878
Syrian Arab Republic;SYR;22125249
Turks and Caicos Islands;TCA;45703
Chad;TCD;17723315
East Asia & Pacific (IDA & IBRD countries);TEA;2103055378
Europe & Central Asia (IDA & IBRD countries);TEC;457342249
Togo;TGO;8848699
Thailand;THA;71697030
Tajikistan;TJK;9952787
Turkmenistan;TKM;6430770
Latin America & the Caribbean (IDA & IBRD countries);TLA;643884393
Timor-Leste;TLS;1341296
Middle East & North Africa (IDA & IBRD countries);TMN;419284769
Tonga;TON;106858
South Asia (IDA & IBRD);TSA;1919348000
Sub-Saharan Africa (IDA & IBRD countries);TSS;1211190002
Trinidad and Tobago;TTO;1531044
Tunisia;TUN;12356117
Turkiye;TUR;84979913
Tuvalu;TUV;11312
Tanzania;TZA;65497748
Uganda;UGA;47249585
Ukraine;UKR;38000000
Upper middle income;UMC;2803249752
Uruguay;URY;3422794
United States;USA;333271411
Uzbekistan;UZB;35648100
St. Vincent and the Grenadines;VCT;103948
Venezuela; RB;28199867
British Virgin Islands;VGB;31305
Virgin Islands (U.S.);VIR;105413
Viet Nam;VNM;98186856
Vanuatu;VUT;326740
World;WLD;7951595433
Samoa;WSM;222382
Kosovo;XKX;1768086
Yemen; YEM;32981641
South Africa;ZAF;59893885
Zambia;ZMB;20017675
Zimbabwe;ZWE;16320537